school,year,conference_name,lineage_conference_name
Eureka,1896,Independent,Independent
Evanston High,1896,Independent,Independent
Exeter,1896,Independent,Independent
Franklin & Marshall,1896,Independent,Independent
Gettysburg,1896,Independent,Independent
Grand Rapids High,1896,Independent,Independent
Greer,1896,Independent,Independent
Grinnell,1896,Independent,Independent
Hahnemann Medical,1896,Independent,Independent
Harvard,1896,Independent,Independent
Harvard Alumni,1896,Independent,Independent
Haverford,1896,Independent,Independent
Hyde Park High,1896,Independent,Independent
Illinois,1896,Independent,Independent
Iowa,1896,Independent,Independent
Iowa State,1896,Independent,Independent
Kansas,1896,Independent,Independent
Knox College,1896,Independent,Independent
Lafayette,1896,Independent,Independent
Lake Forest College,1896,Independent,Independent
Laureate Boat Club,1896,Independent,Independent
Lawrenceville,1896,Independent,Independent
Lehigh,1896,Independent,Independent
MIT,1896,Independent,Independent
Madison High,1896,Independent,Independent
Maine,1896,Independent,Independent
Maryland A.C.,1896,Independent,Independent
Michigan,1896,Independent,Independent
Minneapolis Central High,1896,Independent,Independent
Minneapolis South High,1896,Independent,Independent
Minnesota,1896,Independent,Independent
Minnesota Alumni,1896,Independent,Independent
Missouri,1896,Independent,Independent
Monmouth,1896,Independent,Independent
Mount Airy Deaf School,1896,Independent,Independent
Navy,1896,Independent,Independent
New Jersey A.C.,1896,Independent,Independent
New York University,1896,Independent,Independent
Newton A.C.,1896,Independent,Independent
Northwestern,1896,Independent,Independent
Northwestern Academy,1896,Independent,Independent
Notre Dame,1896,Independent,Independent
Oberlin,1896,Independent,Independent
Orange A.C.,1896,Independent,Independent
Penn State,1896,Independent,Independent
Pennsylvania,1896,Independent,Independent
Pennsylvania Reserves,1896,Independent,Independent
Physicians & Surgeons,1896,Independent,Independent
Pittsburgh,1896,Independent,Independent
Princeton,1896,Independent,Independent
Purdue,1896,Independent,Independent
Ripon,1896,Independent,Independent
Rush Medical,1896,Independent,Independent
Rutgers,1896,Independent,Independent
St. John's (Maryland),1896,Independent,Independent
Susquehanna,1896,Independent,Independent
Swarthmore,1896,Independent,Independent
Syracuse,1896,Independent,Independent
Trinity (CT),1896,Independent,Independent
Troy Laureates,1896,Independent,Independent
Tufts,1896,Independent,Independent
Union (NY),1896,Independent,Independent
Ursinus,1896,Independent,Independent
Virginia,1896,Independent,Independent
Volunteer A.C.,1896,Independent,Independent
Wesleyan (CT),1896,Independent,Independent
West Virginia,1896,Independent,Independent
Western Reserve,1896,Independent,Independent
Wheaton High,1896,Independent,Independent
White Squadron,1896,Independent,Independent
Williams,1896,Independent,Independent
Wisconsin,1896,Independent,Independent
Wittenberg,1896,Independent,Independent
Worcester A.C.,1896,Independent,Independent
Worcester Polytechnic Institute,1896,Independent,Independent
Wyoming Seminary,1896,Independent,Independent
Yale,1896,Independent,Independent
York YMCA,1896,Independent,Independent
Amherst,1897,Independent,Independent
Andover,1897,Independent,Independent
Armour,1897,Independent,Independent
Army,1897,Independent,Independent
Beloit,1897,Independent,Independent
Bloomsburg,1897,Independent,Independent
Boston College,1897,Independent,Independent
Boston University,1897,Independent,Independent
Bowdoin,1897,Independent,Independent
Brown,1897,Independent,Independent
Bucknell,1897,Independent,Independent
Carleton,1897,Independent,Independent
Carlisle,1897,Independent,Independent
Chicago,1897,Western,Western
Chicago A.C.,1897,Independent,Independent
Cincinnati,1897,Independent,Independent
Colgate,1897,Independent,Independent
Connecticut-Waterbury,1897,Independent,Independent
Cornell,1897,Independent,Independent
Dartmouth,1897,Independent,Independent
Depauw,1897,Independent,Independent
Dickinson (PA),1897,Independent,Independent
Eastern Michigan,1897,Independent,Independent
Elizabeth A.C.,1897,Independent,Independent
Englewood High,1897,Independent,Independent
Eureka,1897,Independent,Independent
Evanston High,1897,Independent,Independent
Exeter,1897,Independent,Independent
Franklin & Marshall,1897,Independent,Independent
Gettysburg,1897,Independent,Independent
Grinnell,1897,Independent,Independent
Hamilton,1897,Independent,Independent
Harvard,1897,Independent,Independent
Haverford,1897,Independent,Independent
Holy Cross,1897,Independent,Independent
Hyde Park High,1897,Independent,Independent
Illinois,1897,Western,Western
Illinois State,1897,Independent,Independent
Indiana,1897,Independent,Independent
Iowa,1897,Independent,Independent
Iowa State,1897,Independent,Independent
Knox College,1897,Independent,Independent
Lafayette,1897,Independent,Independent
Lake Forest College,1897,Independent,Independent
Lancaster Crescents,1897,Independent,Independent
Lehigh,1897,Independent,Independent
MIT,1897,Independent,Independent
Macalester,1897,Independent,Independent
Madison High,1897,Independent,Independent
Maryland-Baltimore,1897,Independent,Independent
Massachusetts,1897,Independent,Independent
Michigan,1897,Western,Western
Minneapolis South High,1897,Independent,Independent
Minnesota,1897,Western,Western
Missouri,1897,Independent,Independent
Monmouth,1897,Independent,Independent
Mount St. Mary's,1897,Independent,Independent
Navy,1897,Independent,Independent
New Hampshire,1897,Independent,Independent
New York University,1897,Independent,Independent
Newton A.C.,1897,Independent,Independent
Newtowne A.C.,1897,Independent,Independent
Northwestern,1897,Western,Western
Northwestern Alumni,1897,Independent,Independent
Notre Dame,1897,Independent,Independent
Oberlin,1897,Independent,Independent
Ohio Medical,1897,Independent,Independent
Ohio State,1897,Independent,Independent
Ohio Wesleyan,1897,Independent,Independent
Penn State,1897,Independent,Independent
Pennsylvania,1897,Independent,Independent
Pennsylvania College,1897,Independent,Independent
Pennsylvania Reserves,1897,Independent,Independent
Phoenix A.C.,1897,Independent,Independent
Physicians & Surgeons,1897,Independent,Independent
Princeton,1897,Independent,Independent
Princeton A.C.,1897,Independent,Independent
Purdue,1897,Western,Western
Purdue Alumni,1897,Independent,Independent
Rush Medical,1897,Independent,Independent
Rutgers,1897,Independent,Independent
Stevens,1897,Independent,Independent
Susquehanna,1897,Independent,Independent
Swarthmore,1897,Independent,Independent
Syracuse,1897,Independent,Independent
Temperance A.C.,1897,Independent,Independent
Trinity (CT),1897,Independent,Independent
Troy Laureates,1897,Independent,Independent
Tufts,1897,Independent,Independent
Villanova,1897,Independent,Independent
Virginia,1897,Independent,Independent
Washington & Jefferson,1897,Independent,Independent
Wesleyan (CT),1897,Independent,Independent
White Squadron,1897,Independent,Independent
Williams,1897,Independent,Independent
Williamsport,1897,Independent,Independent
Wisconsin,1897,Western,Western
Wisconsin Alumni,1897,Independent,Independent
Wisconsin-Platteville,1897,Independent,Independent
Wittenberg,1897,Independent,Independent
Wyoming Seminary,1897,Independent,Independent
Yale,1897,Independent,Independent
York YMCA,1897,Independent,Independent
Amherst,1898,Independent,Independent
Andover,1898,Independent,Independent
Armour,1898,Independent,Independent
Army,1898,Independent,Independent
Austin High,1898,Independent,Independent
Bates,1898,Independent,Independent
Beloit,1898,Independent,Independent
Bloomsburg,1898,Independent,Independent
Boston College,1898,Independent,Independent
Bowdoin,1898,Independent,Independent
Bradford National Guard,1898,Independent,Independent
Brown,1898,Independent,Independent
Bucknell,1898,Independent,Independent
Buffalo,1898,Independent,Independent
Campello,1898,Independent,Independent
Carleton,1898,Independent,Independent
Carlisle,1898,Independent,Independent
Case,1898,Independent,Independent
Chicago,1898,Western,Western
Chicago A.C.,1898,Independent,Independent
Cincinnati,1898,Independent,Independent
Colby College,1898,Independent,Independent
Colgate,1898,Independent,Independent
Columbia A.C.,1898,Independent,Independent
Cornell,1898,Independent,Independent
Dartmouth,1898,Independent,Independent
Depauw,1898,Independent,Independent
Dickinson (PA),1898,Independent,Independent
Dixon,1898,Independent,Independent
Duquesne A.C.,1898,Independent,Independent
Eastern Michigan,1898,Independent,Independent
Englewood High,1898,Independent,Independent
Exeter,1898,Independent,Independent
Franklin & Marshall,1898,Independent,Independent
Gettysburg,1898,Independent,Independent
Grinnell,1898,Independent,Independent
Hahnemann Medical,1898,Independent,Independent
Hamilton,1898,Independent,Independent
Harvard,1898,Independent,Independent
Haskell,1898,Independent,Independent
Haverford,1898,Independent,Independent
Holy Cross,1898,Independent,Independent
Hyde Park High,1898,Independent,Independent
Illinois,1898,Western,Western
Illinois Alumni,1898,Independent,Independent
Illinois Wesleyan,1898,Independent,Independent
Indiana,1898,Independent,Independent
Iowa,1898,Independent,Independent
Iowa State,1898,Independent,Independent
Kenyon,1898,Independent,Independent
Knox College,1898,Independent,Independent
Lafayette,1898,Independent,Independent
Lake Forest College,1898,Independent,Independent
Lebanon Valley,1898,Independent,Independent
Lehigh,1898,Independent,Independent
MIT,1898,Independent,Independent
Madison High,1898,Independent,Independent
Maine,1898,Independent,Independent
Mansfield University,1898,Independent,Independent
Maryland A.C.,1898,Independent,Independent
Maryland-Baltimore,1898,Independent,Independent
Massachusetts,1898,Independent,Independent
Michigan,1898,Western,Western
Michigan State,1898,Independent,Independent
Minnesota,1898,Western,Western
Minnesota Alumni,1898,Independent,Independent
Monmouth,1898,Independent,Independent
Navy,1898,Independent,Independent
New Hampshire,1898,Independent,Independent
New York University,1898,Independent,Independent
Newton A.C.,1898,Independent,Independent
Newtowne A.C.,1898,Independent,Independent
North Dakota,1898,Independent,Independent
Northwest Division High,1898,Independent,Independent
Northwestern,1898,Western,Western
Notre Dame,1898,Independent,Independent
Oberlin,1898,Independent,Independent
Penn State,1898,Independent,Independent
Pennsylvania,1898,Independent,Independent
Philaldelphia YMCA,1898,Independent,Independent
Physicians & Surgeons,1898,Independent,Independent
Portland A.C.,1898,Independent,Independent
Princeton,1898,Independent,Independent
Purdue,1898,Western,Western
Purdue Alumni,1898,Independent,Independent
Ripon,1898,Independent,Independent
Rush Medical,1898,Independent,Independent
Rutgers,1898,Independent,Independent
Stevens,1898,Independent,Independent
Susquehanna,1898,Independent,Independent
Swarthmore,1898,Independent,Independent
Syracuse,1898,Independent,Independent
Trinity (CT),1898,Independent,Independent
Tufts,1898,Independent,Independent
Union (NY),1898,Independent,Independent
Ursinus,1898,Independent,Independent
VMI,1898,Independent,Independent
Vermont,1898,Independent,Independent
Villanova,1898,Independent,Independent
Virginia,1898,Independent,Independent
Washington & Jefferson,1898,Independent,Independent
Wesleyan (CT),1898,Independent,Independent
Western Reserve,1898,Independent,Independent
Williams,1898,Independent,Independent
Williston,1898,Independent,Independent
Wisconsin,1898,Western,Western
